case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,exact_identity_key,exact_identity_group,runtime_code_group,metadata_stripped_code_group,proxy_type,implementation_at_cutoff,proxy_lineage_status
balancer_20200628,defihacklabs,ethereum,10355806,0x0e511aa1a137aad267dfe3a6bfca0b856c1a3682,,ca2-f056a955a865b551a342,2020-06-28,Balancer Protocol,Token Incompatible,src/test/2020-06/Balancer_20200628_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,cff6c4627717d0667b3d6ecc390f2da2c0f3c61c6ed558a40bf841b4f98fe071,"[""https://etherscan.io/tx/0x013be97768b702fe8eccef1a40544d5ecb3c1961ad5f87fee4d16fdc08c78106"", ""https://slowmist.medium.com/detailed-analysis-of-balancer-hack-de8bd86020de""]","[""0x013be97768b702fe8eccef1a40544d5ecb3c1961ad5f87fee4d16fdc08c78106""]",,exact_contract_basename,True,True,,,2020-06-28,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x0e511aa1a137aad267dfe3a6bfca0b856c1a3682,bb4d6fb9180792e5bc87,,,,,not_resolved_requires_archive_rpc
mono,defihacklabs,ethereum,13715025,0xc36a7887786389405ea8da0b87602ae3902b88a1,shanghai,ca2-6123dfbf4db930b4d1d5,2021-11-30,MonoX Finance,Price Manipulation,src/test/2021-11/Mono_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,9cd973d11f8ed1476098b090748f544d24666be4e5b92bc1afeb421b3acdd613,"[""https://etherscan.io/tx/0x9f14d093a2349de08f02fc0fb018dadb449351d0cdb7d0738ff69cc6fef5f299"", ""https://knownseclab.com/news/61a986811992da0067558749"", ""https://polygonscan.com/tx/0x5a03b9c03eedcb9ec6e70c6841eaa4976a732d050a6218969e39483bb3004d5d"", ""https://slowmist.medium.com/detailed-analysis-of-the-31-million-monox-protocol-hack-574d8c44a9c8"", ""https://www.tuoniaox.com/news/p-521076.html""]","[""0x5a03b9c03eedcb9ec6e70c6841eaa4976a732d050a6218969e39483bb3004d5d"", ""0x9f14d093a2349de08f02fc0fb018dadb449351d0cdb7d0738ff69cc6fef5f299""]",,exact_contract_basename,True,True,,,2021-11-30,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xc36a7887786389405ea8da0b87602ae3902b88a1,3a96214e6bfc00e647ee,,,,,not_resolved_requires_archive_rpc
ploutoz,defihacklabs,bsc,12886415,0x844fa82f1e54824655470970f7004dd90546bb28,shanghai,ca2-1110a2625b12e4b110c0,2021-11-23,Ploutoz,Flash Loan,src/test/2021-11/Ploutoz_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,f016e278ccd20466d1c44ecf3252729611d6ed2f3adcdd5cc925aa429fbc06d5,"[""https://x.com/peckshield/status/1463113809111896065""]",[],,exact_contract_basename,True,True,,,2021-11-23,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x844fa82f1e54824655470970f7004dd90546bb28,11b3e34e70c264dff476,,,,,not_resolved_requires_archive_rpc
nervebridge,defihacklabs,bsc,12653565,0xd0fbf0a224563d5ffc8a57e4fda6ae080ebcf3d3,shanghai,ca2-4146cf0ae387533d1340,2021-12-14,Nerve Bridge,Swap Metapool Attack,src/test/2021-12/NerveBridge_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,dece0a59673e8a0b9d944e2fcd67cd2b5d5239e4cb05e2b2729b09227a85a2d9,"[""https://blocksecteam.medium.com/the-analysis-of-nerve-bridge-security-incident-ead361a21025""]",[],,exact_contract_basename,True,True,,,2021-12-14,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xd0fbf0a224563d5ffc8a57e4fda6ae080ebcf3d3,b79a8f3c00b05f4ccbb1,,,,,not_resolved_requires_archive_rpc
indexedfinance,defihacklabs,ethereum,13417948,0xf00a38376c8668fc1f3cd3daeef42e0e44a7fcdb,shanghai,ca2-9f5117e07b7b2d16ed22,2021-10-15,Indexed Finance,Price Manipulation,src/test/2021-10/IndexedFinance_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,abff0f9940c92bfd88c9e82d7635f75ccf5764ace19a5f5e9c4cd4b956e55487,"[""https://blocksecteam.medium.com/the-analysis-of-indexed-finance-security-incident-8a62b9799836""]",[],,exact_contract_basename,True,True,,,2021-10-15,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xf00a38376c8668fc1f3cd3daeef42e0e44a7fcdb,25d359c316d0d82c3b93,,,,,not_resolved_requires_archive_rpc
visor,defihacklabs,ethereum,13849006,0xc9f27a50f82571c1c8423a42970613b8dbda14ef,shanghai,ca2-c5ce6bf171451010d578,2021-12-21,Visor Finance,Reentrancy,src/test/2021-12/Visor_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,57608208f426b1549e7143e045cdcb5c8a3b867e37bcb5efc1392972450cc86e,"[""https://beosin.medium.com/two-vulnerabilities-in-one-function-the-analysis-of-visor-finance-exploit-a15735e2492"", ""https://etherscan.io/tx/0x69272d8c84d67d1da2f6425b339192fa472898dce936f24818fda415c1c1ff3f"", ""https://twitter.com/GammaStrategies/status/1473306777131405314""]","[""0x69272d8c84d67d1da2f6425b339192fa472898dce936f24818fda415c1c1ff3f""]",,exact_contract_basename,True,True,,,2021-12-21,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xc9f27a50f82571c1c8423a42970613b8dbda14ef,79bd147a8ee64d451083,,,,,not_resolved_requires_archive_rpc
julswap,defihacklabs,bsc,7785586,0x32dffc3fe8e3ef3571bf8a72c0d0015c5373f41d,shanghai,ca2-a517ebcd851bcd0a26cd,2021-05-27,JulSwap,Flash Loan,src/test/2021-05/JulSwap_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,78404b116f80b9ab51f5cb3ac92b2df41ae1cf804c432dcd98d241844b780f35,"[""https://x.com/tg_cryptos/status/1398090345368408064""]",[],1.5M,exact_contract_basename,True,True,,,2021-05-27,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x32dffc3fe8e3ef3571bf8a72c0d0015c5373f41d,9ce2abb2152c3b9e58e0,,,,,not_resolved_requires_archive_rpc
pancakehunny,defihacklabs,bsc,7962338,0x109ea28dbdea5e6ec126fbc8c33845dfe812a300,shanghai,ca2-275669506c0506e44e0f,2021-06-03,PancakeHunny,Incorrect calculation,src/test/2021-06/PancakeHunny_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,5cb67b48f7a41c216434ae429a489c490ed20fd197e82c07d18a19c4849ebf43,"[""https://bscscan.com/tx/0x765de8357994a206bb90af57dcf427f48a2021f2f28ca81f2c00bc3b9842be8e"", ""https://medium.com/hunnyfinance/pancakehunny-post-mortem-analysis-de78967401d8""]","[""0x765de8357994a206bb90af57dcf427f48a2021f2f28ca81f2c00bc3b9842be8e""]",,exact_contract_basename,True,True,,,2021-06-03,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x109ea28dbdea5e6ec126fbc8c33845dfe812a300,1c699f2096cc1d26d72d,,,,,not_resolved_requires_archive_rpc
valuedefi,defihacklabs,bsc,7223029,0xd4bbf439d3eab5155ca7c0537e583088fb4cfce8,shanghai,ca2-293982257dd654edb222,2021-05-08,Value Defi,Cross Contract Reentrancy,src/test/2021-05/ValueDefi_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,7d78083794faec03af1482a8b998008684c65c30acb511987f8185adfe9bce7a,"[""https://bscscan.com/tx/0xa00def91954ba9f1a1320ef582420d41ca886d417d996362bf3ac3fe2bfb9006"", ""https://rekt.news/rari-capital-rekt/""]","[""0xa00def91954ba9f1a1320ef582420d41ca886d417d996362bf3ac3fe2bfb9006""]",,exact_contract_basename,True,True,,,2021-05-08,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xd4bbf439d3eab5155ca7c0537e583088fb4cfce8,f22e1f93824022796f94,,,,,not_resolved_requires_archive_rpc
tecraspace,defihacklabs,ethereum,14139081,0xe38b72d6595fd3885d1d2f770aa23e94757f91a1,,ca2-a675d1938359eba4234f,2022-02-04,TecraSpace,Any token is destroyed,src/test/2022-02/TecraSpace_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,8dcc6cf14da53d18c0dffbe05975ae19cdbb89258d900603f38bd288d7068f77,"[""https://app.blocksec.com/explorer/tx/eth/0x81e9918e248d14d78ff7b697355fd9f456c6d7881486ed14fdfb69db16631154"", ""https://etherscan.io/address/0x6653d9bcbc28fc5a2f5fb5650af8f2b2e1695a15""]","[""0x81e9918e248d14d78ff7b697355fd9f456c6d7881486ed14fdfb69db16631154""]",,exact_contract_basename,True,True,,,2022-02-04,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xe38b72d6595fd3885d1d2f770aa23e94757f91a1,9d4b05ad25d03df7d9a9,,,,,not_resolved_requires_archive_rpc
sandbox,defihacklabs,ethereum,14163041,0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a,,ca2-48d4577fa72f25875ad3,2022-02-08,Sandbox LAND,Access control,src/test/2022-02/Sandbox_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,ea64f46e2fff8fae01b0e05861d701df420f54d3860838a780ff19c9b45cd38a,"[""https://etherscan.io/tx/0x34516ee081c221d8576939f68aee71e002dd5557180d45194209d6692241f7b1"", ""https://slowmist.medium.com/the-vulnerability-behind-the-sandbox-land-migration-2abf68933170""]","[""0x34516ee081c221d8576939f68aee71e002dd5557180d45194209d6692241f7b1""]",,exact_contract_basename,True,True,,,2022-02-08,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a,474ed4e0d7b705aa685f,,,,,not_resolved_requires_archive_rpc
compoundtusd,defihacklabs,ethereum,14266479,0x12392f67bdf24fae0af363c24ac620a2f67dad86,,ca2-5b4e3baaff7190f2f54d,2022-03-22,CompoundTUSDSweepTokenBypass,Insufficient validation,src/test/2022-03/CompoundTusd_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,ac5eaa0ad8052973e9e01fb663f70c77e9001defccbcbad78bbc098a269ac35e,"[""https://blog.openzeppelin.com/compound-tusd-integration-issue-retrospective/""]",[],,exact_contract_basename,True,True,,,2022-03-22,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x12392f67bdf24fae0af363c24ac620a2f67dad86,0182c5cccf384a9c7481,,,,,not_resolved_requires_archive_rpc
bearn,defihacklabs,bsc,7457124,0xb390b07fcf76678089cb12d8e615d5fe494b01fb,shanghai,ca2-3d8e91015c9360a5a76f,2021-05-16,bEarn,Logic Flaw,src/test/2021-05/bEarn_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,9ed3b8cb1b7fc21c248e7e2df5c1700288d1ff0847766c32554a1ada5bb9e39e,"[""https://bearndao.medium.com/bvaults-busd-alpaca-strategy-exploit-post-mortem-and-bearn-s-compensation-plan-b0b38c3b5540""]",[],11M,exact_contract_basename,True,True,,,2021-05-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xb390b07fcf76678089cb12d8e615d5fe494b01fb,c67e41029a45be4efe53,,,,,not_resolved_requires_archive_rpc
anyswap,defihacklabs,ethereum,14037236,0x6b7a87899490ece95443e979ca9485cbe7e71522,,ca2-a3eb07131d27e069a3d8,2022-01-18,Multichain (Anyswap),Insufficient Token Validation,src/test/2022-01/Anyswap_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,77860e9a02b9d1b78a1dd3749b28c3ff90bf9351a92a266d527389790e9bf2a6,"[""https://etherscan.io/tx/0xe50ed602bd916fc304d53c4fed236698b71691a95774ff0aeeb74b699c6227f7"", ""https://medium.com/zengo/without-permit-multichains-exploit-explained-8417e8c1639b"", ""https://twitter.com/PeckShieldAlert/status/1483363515411099651""]","[""0xe50ed602bd916fc304d53c4fed236698b71691a95774ff0aeeb74b699c6227f7""]",,exact_contract_basename,True,True,,,2022-01-18,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x6b7a87899490ece95443e979ca9485cbe7e71522,c5c372e3f8f7110c5bbd,,,,,not_resolved_requires_archive_rpc
auctus,defihacklabs,ethereum,14460635,0xe7597f774fd0a15a617894dc39d45a28b97afa4f,,ca2-a6061f6cad3a5884d6d4,2022-03-26,Auctus,Arbitrary Call,src/test/2022-03/Auctus_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,f7eac2bb75803bc24ee13d8d49f11db7ecc7b5c5f45fde7d1c6c9cd88fdda442,"[""https://etherscan.io/tx/0x2e7d7e7a6eb157b98974c8687fbd848d0158d37edc1302ea08ee5ddb376befea"", ""https://twitter.com/AuctusOptions/status/1508647849663291398?cxt=HHwWjICzpbzO5e8pAAAA""]","[""0x2e7d7e7a6eb157b98974c8687fbd848d0158d37edc1302ea08ee5ddb376befea""]",,exact_contract_basename,True,True,,,2022-03-26,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xe7597f774fd0a15a617894dc39d45a28b97afa4f,238556cd082f9e38d224,,,,,not_resolved_requires_archive_rpc
paraluni,defihacklabs,bsc,16008280,0x633fa755a83b015cccdc451f82c57ea0bd32b4b4,,ca2-ac986ab36ff83135b05f,2022-03-13,Paraluni,Flashloan & Reentrancy,src/test/2022-03/Paraluni_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,9afc49f7b502ddc859eb73df6ad44cc8f1978b85a461bd671cda557d2a71d35d,"[""https://bscscan.com/tx/0x70f367b9420ac2654a5223cc311c7f9c361736a39fd4e7dff9ed1b85bab7ad54"", ""https://halborn.com/explained-the-paraluni-hack-march-2022/"", ""https://mobile.twitter.com/paraluni/status/1502951606202994694"", ""https://twitter.com/peckshield/status/1502815435498176514"", ""https://zhuanlan.zhihu.com/p/517535530""]","[""0x70f367b9420ac2654a5223cc311c7f9c361736a39fd4e7dff9ed1b85bab7ad54""]",,exact_contract_basename,True,True,,,2022-03-13,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x633fa755a83b015cccdc451f82c57ea0bd32b4b4,c05903363472c5786d25,,,,,not_resolved_requires_archive_rpc
qubit,defihacklabs,ethereum,14090169,0x20e5e35ba29dc3b540a1aee781d0814d5c77bce6,,ca2-ca3ec401a279f9b471a6,2022-01-28,Qubit Finance,Bridge address(0).safeTransferFrom() does not revert,src/test/2022-01/Qubit_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,0f00e16a4a5b3ca0999697aa87fe5dca6316af20fddc2f9328ce37176b896972,"[""https://bscscan.com/tx/0x50946e3e4ccb7d39f3512b7ecb75df66e6868b9af0eee8a7e4b61ef8a459518e"", ""https://etherscan.io/address/0xd01ae1a708614948b2b5e0b7ab5be6afa01325c7"", ""https://etherscan.io/tx/0xac7292e7d0ec8ebe1c94203d190874b2aab30592327b6cc875d00f18de6f3133"", ""https://medium.com/@QubitFin/protocol-exploit-report-305c34540fa3"", ""https://rekt.news/qubit-rekt/""]","[""0x50946e3e4ccb7d39f3512b7ecb75df66e6868b9af0eee8a7e4b61ef8a459518e"", ""0xac7292e7d0ec8ebe1c94203d190874b2aab30592327b6cc875d00f18de6f3133""]",,exact_contract_basename,True,True,,,2022-01-28,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x20e5e35ba29dc3b540a1aee781d0814d5c77bce6,ec574eb0d85237f113fa,,,,,not_resolved_requires_archive_rpc
revest,defihacklabs,ethereum,14465356,0x2320a28f52334d62622cc2eafa15de55f9987ed9,,ca2-e75c05f94545176def00,2022-03-27,Revest Finance,Reentrancy,src/test/2022-03/Revest_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,88ae5e0c370c7e71164bf483fef14d13427ddda22572679a18b40123ff9d504d,"[""https://blocksecteam.medium.com/revest-finance-vulnerabilities-more-than-re-entrancy-1609957b742f"", ""https://etherscan.io/tx/0xe0b0c2672b760bef4e2851e91c69c8c0ad135c6987bbf1f43f5846d89e691428""]","[""0xe0b0c2672b760bef4e2851e91c69c8c0ad135c6987bbf1f43f5846d89e691428""]",,exact_contract_basename,True,True,,,2022-03-27,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x2320a28f52334d62622cc2eafa15de55f9987ed9,bb20bfcd08554a2975f8,,,,,not_resolved_requires_archive_rpc
umbrella,defihacklabs,ethereum,14421983,0xb3fb1d01b07a706736ca175f827e4f56021b85de,,ca2-e6ddbcb4d936397b6ffe,2022-03-20,Umbrella Network,Underflow,src/test/2022-03/Umbrella_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,d2b545485a2576c627b6163d1b888de767cc3eb51fb52f4e390490d24c8d9900,"[""https://etherscan.io/tx/0x33479bcfbc792aa0f8103ab0d7a3784788b5b0e1467c81ffbed1b7682660b4fa"", ""https://medium.com/uno-re/umbrella-network-hacked-700k-lost-97285b69e8c7""]","[""0x33479bcfbc792aa0f8103ab0d7a3784788b5b0e1467c81ffbed1b7682660b4fa""]",,exact_contract_basename,True,True,,,2022-03-20,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xb3fb1d01b07a706736ca175f827e4f56021b85de,a7ff75bd311126534226,,,,,not_resolved_requires_archive_rpc
cream_2,defihacklabs,ethereum,13499797,0x3d5bc3c8d13dcb8bf317092d84783c2697ae9258,shanghai,ca2-2f808fc768214bcb9f7d,2021-10-27,CreamFinance,Price Manipulation,src/test/2021-10/Cream_2_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2021/README.md,frozen_public_source_hashed,93b19197192b409cf7360b9bfa564d474da5a115f9bf279a5b8cc61093dadab6,1d701117ac3bc86137daa8d8de96c3bae95c064e19be5ee80d1e5ebbfb1bb0ae,"[""https://medium.com/immunefi/hack-analysis-cream-finance-oct-2021-fc222d913fc5""]",[],,exact_contract_basename,True,True,,,2021-10-27,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x3d5bc3c8d13dcb8bf317092d84783c2697ae9258,5449ffd4f95c2b1818ae,,,,,not_resolved_requires_archive_rpc
